+-------------+------------+--------------+-------------+-----------+------------+-------------+----------+-----------+
| orderNumber | orderDate  | requiredDate | shippedDate | status    | customerID | productCode | quantity | priceeach |
|       10238 | 2004-04-09 | 2004-04-16   | 2004-04-10  | Shipped   |        145 | S12_1099    |       28 |    161490 |
|       10238 | 2004-04-09 | 2004-04-16   | 2004-04-10  | Shipped   |        145 | S12_3380    |       29 |    104520 |
|       10238 | 2004-04-09 | 2004-04-16   | 2004-04-10  | Shipped   |        145 | S12_3990    |       20 |     73420 |
|       10238 | 2004-04-09 | 2004-04-16   | 2004-04-10  | Shipped   |        145 | S18_3278    |       41 |     68350 |
|       10238 | 2004-04-09 | 2004-04-16   | 2004-04-10  | Shipped   |        145 | S18_3482    |       49 |    144050 |
|       10238 | 2004-04-09 | 2004-04-16   | 2004-04-10  | Shipped   |        145 | S18_4721    |       44 |    120530 |
|       10238 | 2004-04-09 | 2004-04-16   | 2004-04-10  | Shipped   |        145 | S24_3371    |       47 |     53880 |
|       10238 | 2004-04-09 | 2004-04-16   | 2004-04-10  | Shipped   |        145 | S24_4620    |       22 |     67910 |
|       10239 | 2004-04-12 | 2004-04-21   | 2004-04-17  | Shipped   |        311 | S12_4675    |       21 |    100190 |
|       10239 | 2004-04-12 | 2004-04-21   | 2004-04-17  | Shipped   |        311 | S18_1889    |       46 |     70070 |
|       10239 | 2004-04-12 | 2004-04-21   | 2004-04-17  | Shipped   |        311 | S18_3232    |       47 |    135470 |
|       10239 | 2004-04-12 | 2004-04-21   | 2004-04-17  | Shipped   |        311 | S24_2972    |       20 |     32470 |
|       10239 | 2004-04-12 | 2004-04-21   | 2004-04-17  | Shipped   |        311 | S24_3856    |       29 |    133410 |
|       10240 | 2004-04-13 | 2004-04-20   | 2004-04-20  | Shipped   |        177 | S18_1129    |       41 |    125970 |
|       10240 | 2004-04-13 | 2004-04-20   | 2004-04-20  | Shipped   |        177 | S18_1984    |       37 |    136560 |
|       10240 | 2004-04-13 | 2004-04-20   | 2004-04-20  | Shipped   |        177 | S18_3685    |       37 |    134220 |
|       10241 | 2004-04-13 | 2004-04-20   | 2004-04-19  | Shipped   |        209 | S18_1589    |       21 |    119460 |
|       10241 | 2004-04-13 | 2004-04-20   | 2004-04-19  | Shipped   |        209 | S18_1749    |       41 |    153000 |
|       10241 | 2004-04-13 | 2004-04-20   | 2004-04-19  | Shipped   |        209 | S18_2248    |       33 |     55700 |
|       10241 | 2004-04-13 | 2004-04-20   | 2004-04-19  | Shipped   |        209 | S18_2870    |       44 |    126720 |
|       10241 | 2004-04-13 | 2004-04-20   | 2004-04-19  | Shipped   |        209 | S18_4409    |       42 |     77310 |
|       10241 | 2004-04-13 | 2004-04-20   | 2004-04-19  | Shipped   |        209 | S18_4933    |       30 |     62720 |
|       10241 | 2004-04-13 | 2004-04-20   | 2004-04-19  | Shipped   |        209 | S24_1046    |       22 |     72020 |
|       10241 | 2004-04-13 | 2004-04-20   | 2004-04-19  | Shipped   |        209 | S24_1628    |       21 |     47290 |
|       10241 | 2004-04-13 | 2004-04-20   | 2004-04-19  | Shipped   |        209 | S24_2766    |       47 |     89050 |
|       10241 | 2004-04-13 | 2004-04-20   | 2004-04-19  | Shipped   |        209 | S24_2887    |       28 |    117440 |
|       10241 | 2004-04-13 | 2004-04-20   | 2004-04-19  | Shipped   |        209 | S24_3191    |       26 |     69340 |
|       10241 | 2004-04-13 | 2004-04-20   | 2004-04-19  | Shipped   |        209 | S24_3432    |       27 |    107080 |
|       10242 | 2004-04-20 | 2004-04-28   | 2004-04-25  | Shipped   |        456 | S24_3969    |       46 |     36520 |
|       10243 | 2004-04-26 | 2004-05-03   | 2004-04-28  | Shipped   |        495 | S18_2325    |       47 |    111870 |
|       10243 | 2004-04-26 | 2004-05-03   | 2004-04-28  | Shipped   |        495 | S24_1937    |       33 |     30870 |
|       10244 | 2004-04-29 | 2004-05-09   | 2004-05-04  | Shipped   |        141 | S18_1342    |       40 |     99660 |
|       10244 | 2004-04-29 | 2004-05-09   | 2004-05-04  | Shipped   |        141 | S18_1367    |       20 |     48520 |
|       10244 | 2004-04-29 | 2004-05-09   | 2004-05-04  | Shipped   |        141 | S18_2795    |       43 |    141750 |
|       10244 | 2004-04-29 | 2004-05-09   | 2004-05-04  | Shipped   |        141 | S18_2949    |       30 |     87130 |
|       10244 | 2004-04-29 | 2004-05-09   | 2004-05-04  | Shipped   |        141 | S18_2957    |       24 |     54960 |
|       10244 | 2004-04-29 | 2004-05-09   | 2004-05-04  | Shipped   |        141 | S18_3136    |       29 |     85870 |
|       10244 | 2004-04-29 | 2004-05-09   | 2004-05-04  | Shipped   |        141 | S18_3320    |       36 |     87300 |
|       10244 | 2004-04-29 | 2004-05-09   | 2004-05-04  | Shipped   |        141 | S24_2022    |       39 |     42110 |
|       10244 | 2004-04-29 | 2004-05-09   | 2004-05-04  | Shipped   |        141 | S24_4258    |       40 |     97390 |
|       10245 | 2004-05-04 | 2004-05-12   | 2004-05-09  | Shipped   |        455 | S10_1949    |       34 |    195010 |
|       10245 | 2004-05-04 | 2004-05-12   | 2004-05-09  | Shipped   |        455 | S10_4962    |       28 |    147740 |
|       10245 | 2004-05-04 | 2004-05-12   | 2004-05-09  | Shipped   |        455 | S12_1666    |       38 |    120270 |
|       10245 | 2004-05-04 | 2004-05-12   | 2004-05-09  | Shipped   |        455 | S18_1097    |       29 |    114340 |
|       10245 | 2004-05-04 | 2004-05-12   | 2004-05-09  | Shipped   |        455 | S18_4600    |       21 |    111390 |
|       10245 | 2004-05-04 | 2004-05-12   | 2004-05-09  | Shipped   |        455 | S18_4668    |       45 |     48800 |
|       10245 | 2004-05-04 | 2004-05-12   | 2004-05-09  | Shipped   |        455 | S32_1268    |       37 |     81860 |
|       10245 | 2004-05-04 | 2004-05-12   | 2004-05-09  | Shipped   |        455 | S32_3522    |       44 |     54940 |
|       10245 | 2004-05-04 | 2004-05-12   | 2004-05-09  | Shipped   |        455 | S700_2824   |       44 |     81930 |
|       10246 | 2004-05-05 | 2004-05-13   | 2004-05-06  | Shipped   |        141 | S12_4473    |       46 |     99540 |
|       10246 | 2004-05-05 | 2004-05-13   | 2004-05-06  | Shipped   |        141 | S18_2238    |       40 |    144080 |
|       10246 | 2004-05-05 | 2004-05-13   | 2004-05-06  | Shipped   |        141 | S18_2319    |       22 |    100640 |
|       10246 | 2004-05-05 | 2004-05-13   | 2004-05-06  | Shipped   |        141 | S18_2432    |       30 |     57730 |
|       10246 | 2004-05-05 | 2004-05-13   | 2004-05-06  | Shipped   |        141 | S18_3232    |       36 |    145630 |
|       10246 | 2004-05-05 | 2004-05-13   | 2004-05-06  | Shipped   |        141 | S24_1444    |       44 |     46240 |
|       10246 | 2004-05-05 | 2004-05-13   | 2004-05-06  | Shipped   |        141 | S24_2300    |       29 |    118840 |
|       10246 | 2004-05-05 | 2004-05-13   | 2004-05-06  | Shipped   |        141 | S24_2840    |       49 |     34650 |
|       10246 | 2004-05-05 | 2004-05-13   | 2004-05-06  | Shipped   |        141 | S24_4048    |       46 |    100540 |
|       10246 | 2004-05-05 | 2004-05-13   | 2004-05-06  | Shipped   |        141 | S32_2509    |       35 |     45450 |
|       10246 | 2004-05-05 | 2004-05-13   | 2004-05-06  | Shipped   |        141 | S50_1392    |       22 |    113440 |
|       10247 | 2004-05-05 | 2004-05-11   | 2004-05-08  | Shipped   |        334 | S12_1108    |       44 |    195330 |
|       10247 | 2004-05-05 | 2004-05-11   | 2004-05-08  | Shipped   |        334 | S12_3148    |       25 |    140500 |
|       10247 | 2004-05-05 | 2004-05-11   | 2004-05-08  | Shipped   |        334 | S12_3891    |       27 |    167830 |
|       10247 | 2004-05-05 | 2004-05-11   | 2004-05-08  | Shipped   |        334 | S18_4027    |       48 |    143620 |
|       10247 | 2004-05-05 | 2004-05-11   | 2004-05-08  | Shipped   |        334 | S32_3207    |       40 |     58410 |
|       10247 | 2004-05-05 | 2004-05-11   | 2004-05-08  | Shipped   |        334 | S50_1514    |       49 |     51550 |
|       10248 | 2004-05-07 | 2004-05-14   | NULL        | Cancelled |        131 | S10_4757    |       20 |    126480 |
|       10248 | 2004-05-07 | 2004-05-14   | NULL        | Cancelled |        131 | S18_3029    |       21 |     80860 |
|       10248 | 2004-05-07 | 2004-05-14   | NULL        | Cancelled |        131 | S18_3140    |       32 |    133860 |
|       10248 | 2004-05-07 | 2004-05-14   | NULL        | Cancelled |        131 | S18_3259    |       42 |     95800 |
|       10248 | 2004-05-07 | 2004-05-14   | NULL        | Cancelled |        131 | S18_4522    |       42 |     87770 |
|       10248 | 2004-05-07 | 2004-05-14   | NULL        | Cancelled |        131 | S24_2011    |       48 |    122890 |
|       10248 | 2004-05-07 | 2004-05-14   | NULL        | Cancelled |        131 | S24_3151    |       30 |     85850 |
|       10248 | 2004-05-07 | 2004-05-14   | NULL        | Cancelled |        131 | S24_3816    |       23 |     83020 |
|       10248 | 2004-05-07 | 2004-05-14   | NULL        | Cancelled |        131 | S700_1138   |       36 |     66000 |
|       10248 | 2004-05-07 | 2004-05-14   | NULL        | Cancelled |        131 | S700_1938   |       40 |     81410 |
|       10248 | 2004-05-07 | 2004-05-14   | NULL        | Cancelled |        131 | S700_2610   |       32 |     69390 |
|       10248 | 2004-05-07 | 2004-05-14   | NULL        | Cancelled |        131 | S700_3505   |       30 |     84140 |
|       10248 | 2004-05-07 | 2004-05-14   | NULL        | Cancelled |        131 | S700_3962   |       35 |     92360 |
|       10248 | 2004-05-07 | 2004-05-14   | NULL        | Cancelled |        131 | S72_3212    |       23 |     53510 |
|       10249 | 2004-05-08 | 2004-05-17   | 2004-05-11  | Shipped   |        173 | S18_3856    |       46 |     88930 |
|       10249 | 2004-05-08 | 2004-05-17   | 2004-05-11  | Shipped   |        173 | S24_2841    |       20 |     54810 |
|       10249 | 2004-05-08 | 2004-05-17   | 2004-05-11  | Shipped   |        173 | S24_3420    |       25 |     65750 |
|       10249 | 2004-05-08 | 2004-05-17   | 2004-05-11  | Shipped   |        173 | S700_2047   |       40 |     85990 |
|       10249 | 2004-05-08 | 2004-05-17   | 2004-05-11  | Shipped   |        173 | S72_1253    |       32 |     49160 |
|       10250 | 2004-05-11 | 2004-05-19   | 2004-05-15  | Shipped   |        450 | S18_1662    |       45 |    148230 |
|       10250 | 2004-05-11 | 2004-05-19   | 2004-05-15  | Shipped   |        450 | S18_2581    |       27 |     84480 |
|       10250 | 2004-05-11 | 2004-05-19   | 2004-05-15  | Shipped   |        450 | S24_1785    |       31 |     95200 |
|       10250 | 2004-05-11 | 2004-05-19   | 2004-05-15  | Shipped   |        450 | S24_2000    |       32 |     63220 |
|       10250 | 2004-05-11 | 2004-05-19   | 2004-05-15  | Shipped   |        450 | S24_3949    |       40 |     61420 |
|       10250 | 2004-05-11 | 2004-05-19   | 2004-05-15  | Shipped   |        450 | S24_4278    |       37 |     72450 |
|       10250 | 2004-05-11 | 2004-05-19   | 2004-05-15  | Shipped   |        450 | S32_1374    |       31 |     99890 |
|       10250 | 2004-05-11 | 2004-05-19   | 2004-05-15  | Shipped   |        450 | S32_4289    |       50 |     62600 |
|       10250 | 2004-05-11 | 2004-05-19   | 2004-05-15  | Shipped   |        450 | S50_1341    |       36 |     36660 |
|       10250 | 2004-05-11 | 2004-05-19   | 2004-05-15  | Shipped   |        450 | S700_1691   |       31 |     91340 |
|       10250 | 2004-05-11 | 2004-05-19   | 2004-05-15  | Shipped   |        450 | S700_2466   |       35 |     90750 |
|       10250 | 2004-05-11 | 2004-05-19   | 2004-05-15  | Shipped   |        450 | S700_2834   |       44 |     98480 |
|       10250 | 2004-05-11 | 2004-05-19   | 2004-05-15  | Shipped   |        450 | S700_3167   |       44 |     76000 |
|       10250 | 2004-05-11 | 2004-05-19   | 2004-05-15  | Shipped   |        450 | S700_4002   |       38 |     65890 |
|       10251 | 2004-05-18 | 2004-05-24   | 2004-05-24  | Shipped   |        328 | S10_1678    |       59 |     93790 |
|       10251 | 2004-05-18 | 2004-05-24   | 2004-05-24  | Shipped   |        328 | S10_2016    |       44 |    115370 |
|       10251 | 2004-05-18 | 2004-05-24   | 2004-05-24  | Shipped   |        328 | S10_4698    |       43 |    172360 |
|       10251 | 2004-05-18 | 2004-05-24   | 2004-05-24  | Shipped   |        328 | S12_2823    |       46 |    129530 |
|       10251 | 2004-05-18 | 2004-05-24   | 2004-05-24  | Shipped   |        328 | S18_2625    |       44 |     58150 |
|       10251 | 2004-05-18 | 2004-05-24   | 2004-05-24  | Shipped   |        328 | S24_1578    |       50 |     91290 |
|       10252 | 2004-05-26 | 2004-06-04   | 2004-05-29  | Shipped   |        406 | S18_3278    |       20 |     74780 |
|       10252 | 2004-05-26 | 2004-06-04   | 2004-05-29  | Shipped   |        406 | S18_3482    |       41 |    145520 |
|       10252 | 2004-05-26 | 2004-06-04   | 2004-05-29  | Shipped   |        406 | S18_3782    |       31 |     50360 |
|       10252 | 2004-05-26 | 2004-06-04   | 2004-05-29  | Shipped   |        406 | S18_4721    |       26 |    127970 |
|       10252 | 2004-05-26 | 2004-06-04   | 2004-05-29  | Shipped   |        406 | S24_2360    |       47 |     63030 |
|       10252 | 2004-05-26 | 2004-06-04   | 2004-05-29  | Shipped   |        406 | S24_4620    |       38 |     69520 |
|       10252 | 2004-05-26 | 2004-06-04   | 2004-05-29  | Shipped   |        406 | S32_2206    |       36 |     36210 |
|       10252 | 2004-05-26 | 2004-06-04   | 2004-05-29  | Shipped   |        406 | S32_4485    |       25 |     93890 |
|       10252 | 2004-05-26 | 2004-06-04   | 2004-05-29  | Shipped   |        406 | S50_4713    |       48 |     72410 |
|       10253 | 2004-06-01 | 2004-06-09   | 2004-06-02  | Cancelled |        201 | S12_1099    |       24 |    157600 |
|       10253 | 2004-06-01 | 2004-06-09   | 2004-06-02  | Cancelled |        201 | S12_3380    |       22 |    102170 |
|       10253 | 2004-06-01 | 2004-06-09   | 2004-06-02  | Cancelled |        201 | S12_3990    |       25 |     67030 |
|       10253 | 2004-06-01 | 2004-06-09   | 2004-06-02  | Cancelled |        201 | S12_4675    |       41 |    109400 |
|       10253 | 2004-06-01 | 2004-06-09   | 2004-06-02  | Cancelled |        201 | S18_1129    |       26 |    130220 |
|       10253 | 2004-06-01 | 2004-06-09   | 2004-06-02  | Cancelled |        201 | S18_1589    |       24 |    103290 |
|       10253 | 2004-06-01 | 2004-06-09   | 2004-06-02  | Cancelled |        201 | S18_1889    |       23 |     67760 |
|       10253 | 2004-06-01 | 2004-06-09   | 2004-06-02  | Cancelled |        201 | S18_1984    |       33 |    130870 |
|       10253 | 2004-06-01 | 2004-06-09   | 2004-06-02  | Cancelled |        201 | S18_2870    |       37 |    114840 |
|       10253 | 2004-06-01 | 2004-06-09   | 2004-06-02  | Cancelled |        201 | S18_3232    |       40 |    145630 |
|       10253 | 2004-06-01 | 2004-06-09   | 2004-06-02  | Cancelled |        201 | S18_3685    |       31 |    139870 |
|       10253 | 2004-06-01 | 2004-06-09   | 2004-06-02  | Cancelled |        201 | S24_2972    |       40 |     34740 |
|       10253 | 2004-06-01 | 2004-06-09   | 2004-06-02  | Cancelled |        201 | S24_3371    |       24 |     50820 |
|       10253 | 2004-06-01 | 2004-06-09   | 2004-06-02  | Cancelled |        201 | S24_3856    |       39 |    115150 |
|       10254 | 2004-06-03 | 2004-06-13   | 2004-06-04  | Shipped   |        323 | S18_1749    |       49 |    137700 |
|       10254 | 2004-06-03 | 2004-06-13   | 2004-06-04  | Shipped   |        323 | S18_2248    |       36 |     55090 |
|       10254 | 2004-06-03 | 2004-06-13   | 2004-06-04  | Shipped   |        323 | S18_2325    |       41 |    102980 |
|       10254 | 2004-06-03 | 2004-06-13   | 2004-06-04  | Shipped   |        323 | S18_4409    |       34 |     80990 |
|       10254 | 2004-06-03 | 2004-06-13   | 2004-06-04  | Shipped   |        323 | S18_4933    |       30 |     59870 |
|       10254 | 2004-06-03 | 2004-06-13   | 2004-06-04  | Shipped   |        323 | S24_1046    |       34 |     66880 |
|       10254 | 2004-06-03 | 2004-06-13   | 2004-06-04  | Shipped   |        323 | S24_1628    |       32 |     43270 |
|       10254 | 2004-06-03 | 2004-06-13   | 2004-06-04  | Shipped   |        323 | S24_1937    |       38 |     28880 |
|       10254 | 2004-06-03 | 2004-06-13   | 2004-06-04  | Shipped   |        323 | S24_2766    |       31 |     85420 |
|       10254 | 2004-06-03 | 2004-06-13   | 2004-06-04  | Shipped   |        323 | S24_2887    |       33 |    111570 |
|       10254 | 2004-06-03 | 2004-06-13   | 2004-06-04  | Shipped   |        323 | S24_3191    |       42 |     69340 |
|       10254 | 2004-06-03 | 2004-06-13   | 2004-06-04  | Shipped   |        323 | S24_3432    |       49 |    101730 |
|       10254 | 2004-06-03 | 2004-06-13   | 2004-06-04  | Shipped   |        323 | S24_3969    |       20 |     39800 |
|       10255 | 2004-06-04 | 2004-06-12   | 2004-06-09  | Shipped   |        209 | S18_2795    |       24 |    135000 |
|       10255 | 2004-06-04 | 2004-06-12   | 2004-06-09  | Shipped   |        209 | S24_2022    |       37 |     37630 |
|       10256 | 2004-06-08 | 2004-06-16   | 2004-06-10  | Shipped   |        145 | S18_1342    |       34 |     93490 |
|       10256 | 2004-06-08 | 2004-06-16   | 2004-06-10  | Shipped   |        145 | S18_1367    |       29 |     52830 |
|       10257 | 2004-06-14 | 2004-06-24   | 2004-06-15  | Shipped   |        450 | S18_2949    |       50 |     92190 |
|       10257 | 2004-06-14 | 2004-06-24   | 2004-06-15  | Shipped   |        450 | S18_2957    |       49 |     59340 |
|       10257 | 2004-06-14 | 2004-06-24   | 2004-06-15  | Shipped   |        450 | S18_3136    |       37 |     83780 |
|       10257 | 2004-06-14 | 2004-06-24   | 2004-06-15  | Shipped   |        450 | S18_3320    |       26 |     91270 |
|       10257 | 2004-06-14 | 2004-06-24   | 2004-06-15  | Shipped   |        450 | S24_4258    |       46 |     81810 |
|       10258 | 2004-06-15 | 2004-06-25   | 2004-06-23  | Shipped   |        398 | S10_1949    |       32 |    177870 |
|       10258 | 2004-06-15 | 2004-06-25   | 2004-06-23  | Shipped   |        398 | S12_1666    |       41 |    133940 |
|       10258 | 2004-06-15 | 2004-06-25   | 2004-06-23  | Shipped   |        398 | S18_1097    |       41 |    113170 |
|       10258 | 2004-06-15 | 2004-06-25   | 2004-06-23  | Shipped   |        398 | S18_4668    |       21 |     49810 |
|       10258 | 2004-06-15 | 2004-06-25   | 2004-06-23  | Shipped   |        398 | S32_3522    |       20 |     62700 |
|       10258 | 2004-06-15 | 2004-06-25   | 2004-06-23  | Shipped   |        398 | S700_2824   |       45 |     86990 |
|       10259 | 2004-06-15 | 2004-06-22   | 2004-06-17  | Shipped   |        166 | S10_4962    |       26 |    121150 |
|       10259 | 2004-06-15 | 2004-06-22   | 2004-06-17  | Shipped   |        166 | S12_4473    |       46 |    117320 |
|       10259 | 2004-06-15 | 2004-06-22   | 2004-06-17  | Shipped   |        166 | S18_2238    |       30 |    134260 |
|       10259 | 2004-06-15 | 2004-06-22   | 2004-06-17  | Shipped   |        166 | S18_2319    |       34 |    120280 |
|       10259 | 2004-06-15 | 2004-06-22   | 2004-06-17  | Shipped   |        166 | S18_2432    |       30 |     59550 |
|       10259 | 2004-06-15 | 2004-06-22   | 2004-06-17  | Shipped   |        166 | S18_3232    |       27 |    152410 |
|       10259 | 2004-06-15 | 2004-06-22   | 2004-06-17  | Shipped   |        166 | S18_4600    |       41 |    107760 |
|       10259 | 2004-06-15 | 2004-06-22   | 2004-06-17  | Shipped   |        166 | S24_1444    |       28 |     46820 |
|       10259 | 2004-06-15 | 2004-06-22   | 2004-06-17  | Shipped   |        166 | S24_2300    |       47 |    121400 |
|       10259 | 2004-06-15 | 2004-06-22   | 2004-06-17  | Shipped   |        166 | S24_2840    |       31 |     31470 |
|       10259 | 2004-06-15 | 2004-06-22   | 2004-06-17  | Shipped   |        166 | S32_1268    |       45 |     95350 |
|       10259 | 2004-06-15 | 2004-06-22   | 2004-06-17  | Shipped   |        166 | S32_2509    |       40 |     45990 |
|       10259 | 2004-06-15 | 2004-06-22   | 2004-06-17  | Shipped   |        166 | S50_1392    |       29 |    105330 |
|       10260 | 2004-06-16 | 2004-06-22   | NULL        | Cancelled |        357 | S12_1108    |       46 |    180790 |
|       10260 | 2004-06-16 | 2004-06-22   | NULL        | Cancelled |        357 | S12_3148    |       30 |    140500 |
|       10260 | 2004-06-16 | 2004-06-22   | NULL        | Cancelled |        357 | S12_3891    |       44 |    169560 |
|       10260 | 2004-06-16 | 2004-06-22   | NULL        | Cancelled |        357 | S18_3140    |       32 |    121570 |
|       10260 | 2004-06-16 | 2004-06-22   | NULL        | Cancelled |        357 | S18_3259    |       29 |     92770 |
|       10260 | 2004-06-16 | 2004-06-22   | NULL        | Cancelled |        357 | S18_4027    |       23 |    137880 |
|       10260 | 2004-06-16 | 2004-06-22   | NULL        | Cancelled |        357 | S24_4048    |       23 |    117100 |
|       10260 | 2004-06-16 | 2004-06-22   | NULL        | Cancelled |        357 | S32_3207    |       27 |     55300 |
|       10260 | 2004-06-16 | 2004-06-22   | NULL        | Cancelled |        357 | S50_1514    |       21 |     56240 |
|       10260 | 2004-06-16 | 2004-06-22   | NULL        | Cancelled |        357 | S700_1938   |       33 |     80550 |
|       10261 | 2004-06-17 | 2004-06-25   | 2004-06-22  | Shipped   |        233 | S10_4757    |       27 |    116960 |
|       10261 | 2004-06-17 | 2004-06-25   | 2004-06-22  | Shipped   |        233 | S18_4522    |       20 |     80750 |
|       10261 | 2004-06-17 | 2004-06-25   | 2004-06-22  | Shipped   |        233 | S24_2011    |       36 |    105690 |
|       10261 | 2004-06-17 | 2004-06-25   | 2004-06-22  | Shipped   |        233 | S24_3151    |       22 |     79660 |
|       10261 | 2004-06-17 | 2004-06-25   | 2004-06-22  | Shipped   |        233 | S700_1138   |       34 |     64000 |
|       10261 | 2004-06-17 | 2004-06-25   | 2004-06-22  | Shipped   |        233 | S700_2610   |       44 |     58550 |
|       10261 | 2004-06-17 | 2004-06-25   | 2004-06-22  | Shipped   |        233 | S700_3505   |       25 |     89150 |
|       10261 | 2004-06-17 | 2004-06-25   | 2004-06-22  | Shipped   |        233 | S700_3962   |       50 |     88390 |
|       10261 | 2004-06-17 | 2004-06-25   | 2004-06-22  | Shipped   |        233 | S72_3212    |       29 |     43680 |
|       10262 | 2004-06-24 | 2004-07-01   | NULL        | Cancelled |        141 | S18_1662    |       49 |    157690 |
|       10262 | 2004-06-24 | 2004-07-01   | NULL        | Cancelled |        141 | S18_3029    |       32 |     81720 |
|       10262 | 2004-06-24 | 2004-07-01   | NULL        | Cancelled |        141 | S18_3856    |       34 |     85750 |
|       10262 | 2004-06-24 | 2004-07-01   | NULL        | Cancelled |        141 | S24_1785    |       34 |     98480 |
|       10262 | 2004-06-24 | 2004-07-01   | NULL        | Cancelled |        141 | S24_2841    |       24 |     63710 |
|       10262 | 2004-06-24 | 2004-07-01   | NULL        | Cancelled |        141 | S24_3420    |       46 |     65750 |
|       10262 | 2004-06-24 | 2004-07-01   | NULL        | Cancelled |        141 | S24_3816    |       49 |     82180 |
|       10262 | 2004-06-24 | 2004-07-01   | NULL        | Cancelled |        141 | S24_3949    |       48 |     58690 |
|       10262 | 2004-06-24 | 2004-07-01   | NULL        | Cancelled |        141 | S32_4289    |       40 |     63970 |
|       10262 | 2004-06-24 | 2004-07-01   | NULL        | Cancelled |        141 | S50_1341    |       49 |     35780 |
|       10262 | 2004-06-24 | 2004-07-01   | NULL        | Cancelled |        141 | S700_1691   |       40 |     87690 |
|       10262 | 2004-06-24 | 2004-07-01   | NULL        | Cancelled |        141 | S700_2047   |       44 |     83280 |
|       10262 | 2004-06-24 | 2004-07-01   | NULL        | Cancelled |        141 | S700_2466   |       33 |     81770 |
|       10262 | 2004-06-24 | 2004-07-01   | NULL        | Cancelled |        141 | S700_3167   |       27 |     64800 |
|       10262 | 2004-06-24 | 2004-07-01   | NULL        | Cancelled |        141 | S700_4002   |       35 |     64410 |
|       10262 | 2004-06-24 | 2004-07-01   | NULL        | Cancelled |        141 | S72_1253    |       21 |     41710 |
|       10263 | 2004-06-28 | 2004-07-04   | 2004-07-02  | Shipped   |        175 | S10_1678    |       34 |     89000 |
|       10263 | 2004-06-28 | 2004-07-04   | 2004-07-02  | Shipped   |        175 | S10_2016    |       40 |    107050 |
|       10263 | 2004-06-28 | 2004-07-04   | 2004-07-02  | Shipped   |        175 | S10_4698    |       41 |    193660 |
|       10263 | 2004-06-28 | 2004-07-04   | 2004-07-02  | Shipped   |        175 | S12_2823    |       48 |    123510 |
