+-------------+------------+--------------+-------------+---------+------------+-------------+----------+-----------+
| orderNumber | orderDate  | requiredDate | shippedDate | status  | customerID | productCode | quantity | priceeach |
|       10219 | 2004-02-10 | 2004-02-17   | 2004-02-12  | Shipped |        487 | S24_2840    |       21 |     31120 |
|       10219 | 2004-02-10 | 2004-02-17   | 2004-02-12  | Shipped |        487 | S18_2238    |       43 |    132620 |
|       10219 | 2004-02-10 | 2004-02-17   | 2004-02-12  | Shipped |        487 | S12_4473    |       48 |     94800 |
|       10218 | 2004-02-09 | 2004-02-16   | 2004-02-11  | Shipped |        473 | S18_3232    |       34 |    152410 |
|       10218 | 2004-02-09 | 2004-02-16   | 2004-02-11  | Shipped |        473 | S18_2319    |       22 |    110460 |
|       10217 | 2004-02-04 | 2004-02-14   | 2004-02-06  | Shipped |        166 | S700_2824   |       31 |     90020 |
|       10217 | 2004-02-04 | 2004-02-14   | 2004-02-06  | Shipped |        166 | S32_3522    |       39 |     56240 |
|       10217 | 2004-02-04 | 2004-02-14   | 2004-02-06  | Shipped |        166 | S32_1268    |       21 |     78970 |
|       10217 | 2004-02-04 | 2004-02-14   | 2004-02-06  | Shipped |        166 | S24_2300    |       28 |    103510 |
|       10217 | 2004-02-04 | 2004-02-14   | 2004-02-06  | Shipped |        166 | S18_4600    |       38 |    118660 |
|       10217 | 2004-02-04 | 2004-02-14   | 2004-02-06  | Shipped |        166 | S18_2432    |       35 |     58340 |
|       10217 | 2004-02-04 | 2004-02-14   | 2004-02-06  | Shipped |        166 | S10_4962    |       48 |    132970 |
|       10216 | 2004-02-02 | 2004-02-10   | 2004-02-04  | Shipped |        256 | S12_1666    |       43 |    133940 |
|       10215 | 2004-01-29 | 2004-02-08   | 2004-02-01  | Shipped |        475 | S24_4258    |       39 |     94470 |
|       10215 | 2004-01-29 | 2004-02-08   | 2004-02-01  | Shipped |        475 | S18_4668    |       46 |     42760 |
|       10215 | 2004-01-29 | 2004-02-08   | 2004-02-01  | Shipped |        475 | S18_3320    |       41 |     84330 |
|       10215 | 2004-01-29 | 2004-02-08   | 2004-02-01  | Shipped |        475 | S18_3136    |       49 |     89010 |
|       10215 | 2004-01-29 | 2004-02-08   | 2004-02-01  | Shipped |        475 | S18_2957    |       31 |     56210 |
|       10215 | 2004-01-29 | 2004-02-08   | 2004-02-01  | Shipped |        475 | S18_2949    |       49 |     97260 |
|       10215 | 2004-01-29 | 2004-02-08   | 2004-02-01  | Shipped |        475 | S18_1367    |       33 |     53910 |
|       10215 | 2004-01-29 | 2004-02-08   | 2004-02-01  | Shipped |        475 | S18_1342    |       27 |     92470 |
|       10215 | 2004-01-29 | 2004-02-08   | 2004-02-01  | Shipped |        475 | S18_1097    |       46 |    100340 |
|       10215 | 2004-01-29 | 2004-02-08   | 2004-02-01  | Shipped |        475 | S10_1949    |       35 |    205730 |
|       10214 | 2004-01-26 | 2004-02-04   | 2004-01-29  | Shipped |        458 | S24_3969    |       44 |     38570 |
|       10214 | 2004-01-26 | 2004-02-04   | 2004-01-29  | Shipped |        458 | S24_2022    |       49 |     39870 |
|       10214 | 2004-01-26 | 2004-02-04   | 2004-01-29  | Shipped |        458 | S24_1937    |       20 |     32190 |
|       10214 | 2004-01-26 | 2004-02-04   | 2004-01-29  | Shipped |        458 | S18_2795    |       50 |    167060 |
|       10214 | 2004-01-26 | 2004-02-04   | 2004-01-29  | Shipped |        458 | S18_2325    |       27 |    125860 |
|       10214 | 2004-01-26 | 2004-02-04   | 2004-01-29  | Shipped |        458 | S18_2248    |       21 |     53280 |
|       10214 | 2004-01-26 | 2004-02-04   | 2004-01-29  | Shipped |        458 | S18_1749    |       30 |    166600 |
|       10213 | 2004-01-22 | 2004-01-28   | 2004-01-27  | Shipped |        489 | S24_2887    |       27 |     97480 |
|       10213 | 2004-01-22 | 2004-01-28   | 2004-01-27  | Shipped |        489 | S18_4933    |       25 |     58440 |
|       10213 | 2004-01-22 | 2004-01-28   | 2004-01-27  | Shipped |        489 | S18_4409    |       38 |     84670 |
|       10212 | 2004-01-16 | 2004-01-24   | 2004-01-18  | Shipped |        141 | S24_3856    |       49 |    117960 |
|       10212 | 2004-01-16 | 2004-01-24   | 2004-01-18  | Shipped |        141 | S24_3432    |       46 |    100660 |
|       10212 | 2004-01-16 | 2004-01-24   | 2004-01-18  | Shipped |        141 | S24_3191    |       27 |     77910 |
|       10212 | 2004-01-16 | 2004-01-24   | 2004-01-18  | Shipped |        141 | S24_2972    |       34 |     37380 |
|       10212 | 2004-01-16 | 2004-01-24   | 2004-01-18  | Shipped |        141 | S24_2766    |       45 |     81780 |
|       10212 | 2004-01-16 | 2004-01-24   | 2004-01-18  | Shipped |        141 | S24_1628    |       45 |     43270 |
|       10212 | 2004-01-16 | 2004-01-24   | 2004-01-18  | Shipped |        141 | S24_1046    |       41 |     61730 |
|       10212 | 2004-01-16 | 2004-01-24   | 2004-01-18  | Shipped |        141 | S18_3685    |       45 |    115850 |
|       10212 | 2004-01-16 | 2004-01-24   | 2004-01-18  | Shipped |        141 | S18_3232    |       40 |    155790 |
|       10212 | 2004-01-16 | 2004-01-24   | 2004-01-18  | Shipped |        141 | S18_2870    |       40 |    117480 |
|       10212 | 2004-01-16 | 2004-01-24   | 2004-01-18  | Shipped |        141 | S18_1984    |       41 |    133720 |
|       10212 | 2004-01-16 | 2004-01-24   | 2004-01-18  | Shipped |        141 | S18_1889    |       20 |     64680 |
|       10212 | 2004-01-16 | 2004-01-24   | 2004-01-18  | Shipped |        141 | S18_1589    |       38 |    105770 |
|       10212 | 2004-01-16 | 2004-01-24   | 2004-01-18  | Shipped |        141 | S18_1129    |       29 |    117480 |
|       10212 | 2004-01-16 | 2004-01-24   | 2004-01-18  | Shipped |        141 | S12_4675    |       33 |    110550 |
|       10212 | 2004-01-16 | 2004-01-24   | 2004-01-18  | Shipped |        141 | S12_3380    |       39 |     99820 |
|       10211 | 2004-01-15 | 2004-01-25   | 2004-01-18  | Shipped |        406 | S50_4713    |       40 |     70780 |
|       10211 | 2004-01-15 | 2004-01-25   | 2004-01-18  | Shipped |        406 | S32_4485    |       37 |     94910 |
|       10211 | 2004-01-15 | 2004-01-25   | 2004-01-18  | Shipped |        406 | S32_2206    |       41 |     39830 |
|       10211 | 2004-01-15 | 2004-01-25   | 2004-01-18  | Shipped |        406 | S24_4620    |       22 |     80840 |
|       10211 | 2004-01-15 | 2004-01-25   | 2004-01-18  | Shipped |        406 | S24_3371    |       48 |     52660 |
|       10211 | 2004-01-15 | 2004-01-25   | 2004-01-18  | Shipped |        406 | S24_2360    |       21 |     62330 |
|       10211 | 2004-01-15 | 2004-01-25   | 2004-01-18  | Shipped |        406 | S24_1578    |       25 |    109320 |
|       10211 | 2004-01-15 | 2004-01-25   | 2004-01-18  | Shipped |        406 | S18_4721    |       41 |    148800 |
|       10211 | 2004-01-15 | 2004-01-25   | 2004-01-18  | Shipped |        406 | S18_3782    |       46 |     60300 |
|       10211 | 2004-01-15 | 2004-01-25   | 2004-01-18  | Shipped |        406 | S18_3482    |       28 |    138170 |
|       10211 | 2004-01-15 | 2004-01-25   | 2004-01-18  | Shipped |        406 | S18_3278    |       35 |     73170 |
|       10211 | 2004-01-15 | 2004-01-25   | 2004-01-18  | Shipped |        406 | S12_3990    |       28 |     79800 |
|       10211 | 2004-01-15 | 2004-01-25   | 2004-01-18  | Shipped |        406 | S12_2823    |       36 |    126520 |
|       10211 | 2004-01-15 | 2004-01-25   | 2004-01-18  | Shipped |        406 | S12_1099    |       41 |    171220 |
|       10211 | 2004-01-15 | 2004-01-25   | 2004-01-18  | Shipped |        406 | S10_1678    |       41 |     90920 |
|       10210 | 2004-01-12 | 2004-01-22   | 2004-01-20  | Shipped |        177 | S700_4002   |       42 |     60700 |
|       10210 | 2004-01-12 | 2004-01-22   | 2004-01-20  | Shipped |        177 | S700_3167   |       31 |     64000 |
|       10210 | 2004-01-12 | 2004-01-22   | 2004-01-20  | Shipped |        177 | S700_2834   |       25 |     98480 |
|       10210 | 2004-01-12 | 2004-01-22   | 2004-01-20  | Shipped |        177 | S700_2466   |       26 |     93740 |
|       10210 | 2004-01-12 | 2004-01-22   | 2004-01-20  | Shipped |        177 | S700_1691   |       21 |     87690 |
|       10210 | 2004-01-12 | 2004-01-22   | 2004-01-20  | Shipped |        177 | S50_1341    |       43 |     43200 |
|       10210 | 2004-01-12 | 2004-01-22   | 2004-01-20  | Shipped |        177 | S32_4289    |       39 |     57100 |
|       10210 | 2004-01-12 | 2004-01-22   | 2004-01-20  | Shipped |        177 | S32_1374    |       46 |     84910 |
|       10210 | 2004-01-12 | 2004-01-22   | 2004-01-20  | Shipped |        177 | S24_4278    |       40 |     68100 |
|       10210 | 2004-01-12 | 2004-01-22   | 2004-01-20  | Shipped |        177 | S24_3949    |       29 |     56640 |
|       10210 | 2004-01-12 | 2004-01-22   | 2004-01-20  | Shipped |        177 | S24_2000    |       30 |     63220 |
|       10210 | 2004-01-12 | 2004-01-22   | 2004-01-20  | Shipped |        177 | S24_1785    |       27 |    100670 |
|       10210 | 2004-01-12 | 2004-01-22   | 2004-01-20  | Shipped |        177 | S18_2625    |       40 |     51480 |
|       10210 | 2004-01-12 | 2004-01-22   | 2004-01-20  | Shipped |        177 | S18_2581    |       50 |     68430 |
|       10210 | 2004-01-12 | 2004-01-22   | 2004-01-20  | Shipped |        177 | S18_1662    |       31 |    141920 |
|       10210 | 2004-01-12 | 2004-01-22   | 2004-01-20  | Shipped |        177 | S10_4698    |       34 |    189790 |
|       10210 | 2004-01-12 | 2004-01-22   | 2004-01-20  | Shipped |        177 | S10_2016    |       23 |    112990 |
|       10209 | 2004-01-09 | 2004-01-15   | 2004-01-12  | Shipped |        347 | S72_1253    |       48 |     44200 |
|       10209 | 2004-01-09 | 2004-01-15   | 2004-01-12  | Shipped |        347 | S700_2047   |       33 |     90520 |
|       10209 | 2004-01-09 | 2004-01-15   | 2004-01-12  | Shipped |        347 | S24_3816    |       22 |     79670 |
|       10209 | 2004-01-09 | 2004-01-15   | 2004-01-12  | Shipped |        347 | S24_3420    |       36 |     56550 |
|       10209 | 2004-01-09 | 2004-01-15   | 2004-01-12  | Shipped |        347 | S24_2841    |       43 |     66450 |
|       10209 | 2004-01-09 | 2004-01-15   | 2004-01-12  | Shipped |        347 | S18_3856    |       20 |     97400 |
|       10209 | 2004-01-09 | 2004-01-15   | 2004-01-12  | Shipped |        347 | S18_3029    |       28 |     82580 |
|       10209 | 2004-01-09 | 2004-01-15   | 2004-01-12  | Shipped |        347 | S10_4757    |       39 |    129200 |
|       10208 | 2004-01-02 | 2004-01-11   | 2004-01-04  | Shipped |        146 | S72_3212    |       42 |     48050 |
|       10208 | 2004-01-02 | 2004-01-11   | 2004-01-04  | Shipped |        146 | S700_3962   |       33 |     95340 |
|       10208 | 2004-01-02 | 2004-01-11   | 2004-01-04  | Shipped |        146 | S700_3505   |       37 |     95160 |
|       10208 | 2004-01-02 | 2004-01-11   | 2004-01-04  | Shipped |        146 | S700_2610   |       46 |     63610 |
|       10208 | 2004-01-02 | 2004-01-11   | 2004-01-04  | Shipped |        146 | S700_1938   |       40 |     73620 |
